Volcano Number,Volcano Name,Eruption Number,Eruption Start Year,Event Number,Event Type,Event Remarks,Event Date Year Modifier,Event Date Year,Event Date Year Uncertainty,Event Date Month,Event Date Day Modifier,Event Date Day,Event Date Day Uncertainty
345070,Turrialba,11247,2010,116443,Explosion,Two seismic events detected about 15 minutes apart were followed by reports of ashfall as far away as 30 km. Field observations on 6 January revealed that two small vents had opened and joined together on the SE inner wall of the SW crater. The combined vent was about 25 m wide and 80 m long.,,2010,,1,,5,
345070,Turrialba,11247,2010,116445,Evacuations,Around 60 people had evacuated from nearby farms.,,2010,,1,,5,
345070,Turrialba,11247,2010,116446,Audible Sounds,A gas-and-steam plume on 15 February that reached 1.5-2 km in height produced noise that was heard 4 km to the SW.,,2010,,2,,15,
345070,Turrialba,11247,2010,116447,Volcanic tremor,OVSICORI-UNA reported that a phreatic eruption from Turrialba that began on 5 January was preceded by about 30 minutes of almost constant tremor.,,2010,,1,,5,
345070,Turrialba,11247,2010,116448,Seismicity (volcanic),OVSICORI-UNA reported that a phreatic eruption from Turrialba that began on 5 January was preceded by a day of increased seismicity. On 8 January seismic activity and gas emissions decreased.,,2010,,1,,4,
346010,Baru,11249,-9280,116454,Explosion,,,,,,,,
346010,Baru,11250,-7420,116456,Explosion,,,,,,,,
346010,Baru,11251,-1270,116458,Explosion,,,,,,,,
346010,Baru,11252,260,116460,Explosion,,,,,,,,
346010,Baru,11252,260,116461,Ash,,,,,,,,
346010,Baru,11253,710,116463,Explosion,,,,,,,,
346010,Baru,11253,710,116464,Ash,,,,,,,,
346010,Baru,11253,710,116465,Lapilli,,,,,,,,
346010,Baru,11253,710,116466,Pyroclastic flow,,,,,,,,
351012,"Bravo, Cerro",11261,-730,116467,Explosion,,,,,,,,
351012,"Bravo, Cerro",11261,-730,116468,Ash,,,,,,,,
351012,"Bravo, Cerro",11261,-730,116469,Pyroclastic flow,,,,,,,,
351012,"Bravo, Cerro",11261,-730,116470,Lava dome,,,,,,,,
351012,"Bravo, Cerro",11261,-730,116471,Pumice,,,,,,,,
351012,"Bravo, Cerro",11262,750,116473,Explosion,,,,,,,,
351012,"Bravo, Cerro",11262,750,116474,Pyroclastic flow,,,,,,,,
351012,"Bravo, Cerro",11262,750,116475,Lava dome,,,,,,,,
351012,"Bravo, Cerro",11262,750,116476,Pumice,,,,,,,,
351012,"Bravo, Cerro",11263,1050,116478,Explosion,,,,,,,,
351012,"Bravo, Cerro",11263,1050,116479,Pyroclastic flow,,,,,,,,
351012,"Bravo, Cerro",11263,1050,116480,Lava dome,,,,,,,,
351012,"Bravo, Cerro",11263,1050,116481,Pumice,,,,,,,,
351012,"Bravo, Cerro",11264,1330,116483,Explosion,,,,,,,,
351012,"Bravo, Cerro",11264,1330,116484,Ash,,,,,,,,
351012,"Bravo, Cerro",11264,1330,116485,Pumice,,,,,,,,
351012,"Bravo, Cerro",11265,1720,116487,Explosion,,,,,,,,
351012,"Bravo, Cerro",11265,1720,116488,Ash,,,,,,,,
351012,"Bravo, Cerro",11265,1720,116489,Pyroclastic flow,,,,,,,,
351012,"Bravo, Cerro",11265,1720,116490,Lava dome,,,,,,,,
351012,"Bravo, Cerro",11265,1720,116491,Pumice,,,,,,,,
351021,Santa Isabel,11266,-5500,116492,Lava flow,,,,,,,,
351021,Santa Isabel,11267,-4800,116493,Lava flow,,,,,,,,
351021,Santa Isabel,11268,-3550,116494,Lava flow,,,,,,,,
351021,Santa Isabel,11269,-850,116495,Lava flow,,,,,,,,
351020,"Ruiz, Nevado del",11270,-6660,116497,Explosion,,,,,,,,
351020,"Ruiz, Nevado del",11270,-6660,116498,Tephra,,,,,,,,
351020,"Ruiz, Nevado del",11270,-6660,116499,Pyroclastic flow,,,,,,,,
351020,"Ruiz, Nevado del",11270,-6660,116500,Lahar or Mudflow,,,,,,,,
351020,"Ruiz, Nevado del",11278,1570,116501,Explosion,,,,,,,,
351020,"Ruiz, Nevado del",11278,1570,116502,Flames,,,,,,,,
351020,"Ruiz, Nevado del",11279,1595,116505,Explosion,,,,,,,,
351020,"Ruiz, Nevado del",11279,1595,116506,Ash,,,,,,,,
351020,"Ruiz, Nevado del",11279,1595,116507,Lapilli,,,,,,,,
351020,"Ruiz, Nevado del",11279,1595,116508,Pyroclastic flow,,,,,,,,
351020,"Ruiz, Nevado del",11279,1595,116509,Property Damage,,,,,,,,
351020,"Ruiz, Nevado del",11279,1595,116510,Fatalities,,,1595,,3,,12,
351020,"Ruiz, Nevado del",11279,1595,116511,Lahar or Mudflow,,,,,,,,
351020,"Ruiz, Nevado del",11279,1595,116512,Edifice Destroyed,Collapse/avalanche,,,,,,,
351020,"Ruiz, Nevado del",11279,1595,116513,Avalanche,,,,,,,,
351020,"Ruiz, Nevado del",11280,1623,116515,Explosion,Uncertain,,,,,,,
351020,"Ruiz, Nevado del",11280,1623,116516,Phreatic activity,Uncertain,,,,,,,
351020,"Ruiz, Nevado del",11280,1623,116517,Incandescence,"Event was ""Glow""",,,,,,,
351020,"Ruiz, Nevado del",11281,1805,116520,Explosion,,,,,,,,
351020,"Ruiz, Nevado del",11281,1805,116521,Ash,,,,,,,,
351020,"Ruiz, Nevado del",11281,1805,116522,Phreatic activity,Uncertain,,,,,,,
351020,"Ruiz, Nevado del",11283,1828,116527,Phreatic activity,,,,,,,,
351020,"Ruiz, Nevado del",11284,1829,116530,Ash,,,,,,,,
351020,"Ruiz, Nevado del",11284,1829,116531,Phreatic activity,Uncertain,,,,,,,
351020,"Ruiz, Nevado del",11285,1831,116534,Ash,,,,,,,,
351020,"Ruiz, Nevado del",11290,1985,116535,Evacuations,,,,,,,,
351020,"Ruiz, Nevado del",11290,1985,116536,Eruption cloud,,,,,,,,
351020,"Ruiz, Nevado del",11290,1985,116537,Volcanic tremor,Before eruption.,,,,,,,
351020,"Ruiz, Nevado del",11290,1985,116538,Volcanic tremor,,,,,,,,
351020,"Ruiz, Nevado del",11290,1985,116539,Earthquakes (undefined),After.,,,,,,,
351020,"Ruiz, Nevado del",11290,1985,116540,Deformation (inflation),,,,,,,,
351020,"Ruiz, Nevado del",11290,1985,116541,Deformation (deflation),,,,,,,,
351020,"Ruiz, Nevado del",11290,1985,116542,Fauna Kill,Terrestrial.,,,,,,,
351030,"Tolima, Nevado del",11292,-7800,116547,Explosion,,,,,,,,
351030,"Tolima, Nevado del",11292,-7800,116548,Lapilli,,,,,,,,
351030,"Tolima, Nevado del",11292,-7800,116549,Pumice,,,,,,,,
351030,"Tolima, Nevado del",11293,-5310,116550,Explosion,,,,,,,,
351030,"Tolima, Nevado del",11293,-5310,116551,Ash,,,,,,,,
351030,"Tolima, Nevado del",11293,-5310,116552,Scoria,,,,,,,,
351030,"Tolima, Nevado del",11293,-5310,116553,Pyroclastic flow,,,,,,,,
351030,"Tolima, Nevado del",11294,-5160,116554,Explosion,,,,,,,,
351030,"Tolima, Nevado del",11294,-5160,116555,Tephra,,,,,,,,
351030,"Tolima, Nevado del",11295,-3500,116556,Explosion,,,,,,,,
351030,"Tolima, Nevado del",11295,-3500,116557,Scoria,,,,,,,,
351030,"Tolima, Nevado del",11295,-3500,116558,Pyroclastic flow,,,,,,,,
351030,"Tolima, Nevado del",11296,-1990,116559,Explosion,,,,,,,,
351030,"Tolima, Nevado del",11296,-1990,116560,Lapilli,,,,,,,,
351030,"Tolima, Nevado del",11296,-1990,116561,Pyroclastic flow,,,,,,,,
351030,"Tolima, Nevado del",11296,-1990,116562,Pumice,,,,,,,,
351030,"Tolima, Nevado del",11297,-610,116563,Explosion,,,,,,,,
351030,"Tolima, Nevado del",11297,-610,116564,Ash,,,,,,,,
351030,"Tolima, Nevado del",11297,-610,116565,Lapilli,,,,,,,,
351030,"Tolima, Nevado del",11298,-200,116566,Explosion,,,,,,,,
351030,"Tolima, Nevado del",11298,-200,116567,Ash,,,,,,,,
351030,"Tolima, Nevado del",11298,-200,116568,Lapilli,,,,,,,,
351050,"Huila, Nevado del",11312,2007,116569,Earthquakes (undefined),Before.,,,,,,,
351050,"Huila, Nevado del",11312,2007,116570,Earthquakes (undefined),,,,,,,,
351050,"Huila, Nevado del",11313,2008,116572,Explosion,,,,,,,,
351050,"Huila, Nevado del",11313,2008,116573,Ash,,,,,,,,
351050,"Huila, Nevado del",11313,2008,116574,Evacuations,,,2008,,4,,,
351050,"Huila, Nevado del",11313,2008,116575,Volcanic tremor,,,,,,,,
351050,"Huila, Nevado del",11313,2008,116576,Earthquakes (undefined),,,,,,,,
351050,"Huila, Nevado del",11314,2008,116579,Explosion,,,,,,,,
351050,"Huila, Nevado del",11314,2008,116580,Ash,,,,,,,,
351050,"Huila, Nevado del",11314,2008,116581,Lava dome,,,,,,,,
351050,"Huila, Nevado del",11314,2008,116582,Property Damage,,,,,,,,
351050,"Huila, Nevado del",11314,2008,116583,Fatalities,,,2008,,11,,20,
351050,"Huila, Nevado del",11314,2008,116584,Lahar or Mudflow,,,,,,,,
351050,"Huila, Nevado del",11314,2008,116585,Evacuations,,,2008,,11,,20,
351050,"Huila, Nevado del",11314,2008,116586,Volcanic tremor,,,,,,,,
351060,Purace,11315,-160,116588,Explosion,,,,,,,,
351060,Purace,11315,-160,116589,Ash,,,,,,,,
351060,Purace,11315,-160,116590,Lapilli,,,,,,,,
351060,Purace,11315,-160,116591,Bombs,,,,,,,,
351060,Purace,11315,-160,116592,Scoria,,,,,,,,
351060,Purace,11315,-160,116593,Pyroclastic flow,,,,,,,,
351060,Purace,11317,1827,116596,Explosion,,,,,,,,
351060,Purace,11317,1827,116597,Lava flow,,,,,,,,
351060,Purace,11317,1827,116598,Earthquakes (undefined),Before.,,,,,,,
351060,Purace,11318,1835,116600,Explosion,,,,,,,,
351060,Purace,11319,1840,116602,Explosion,,,,,,,,
351060,Purace,11331,1925,116604,Explosion,,,,,,,,
351060,Purace,11332,1926,116606,Explosion,,,,,,,,
351060,Purace,11333,1927,116608,Explosion,,,,,,,,
351060,Purace,11334,1946,116610,Explosion,,,,,,,,
351060,Purace,11334,1946,116611,Earthquakes (undefined),,,,,,,,
351060,Purace,11335,1947,116613,Explosion,,,,,,,,
351060,Purace,11335,1947,116614,Ash,,,,,,,,
351060,Purace,11335,1947,116615,Lapilli,,,,,,,,
351060,Purace,11335,1947,116616,Bombs,,,,,,,,
351060,Purace,11335,1947,116617,Earthquakes (undefined),,,,,,,,
351060,Purace,11336,1949,116619,Explosion,,,,,,,,
351060,Purace,11336,1949,116620,Ash,,,,,,,,
351060,Purace,11336,1949,116621,Fatalities,,,1949,,5,,26,
351060,Purace,11336,1949,116622,Earthquakes (undefined),,,,,,,,
351060,Purace,11337,1956,116624,Explosion,,,,,,,,
351060,Purace,11339,1977,116627,Explosion,moderate,,,,,,,
351060,Purace,11339,1977,116628,Ash,,,,,,,,
351060,Purace,11339,1977,116629,Earthquakes (undefined),,,,,,,,
351070,Dona Juana,11340,-2550,116631,Explosion,,,,,,,,
351070,Dona Juana,11340,-2550,116632,Ash,,,,,,,,
351070,Dona Juana,11340,-2550,116633,Pyroclastic flow,,,,,,,,
351070,Dona Juana,11340,-2550,116634,Lava dome,,,,,,,,
351070,Dona Juana,11340,-2550,116635,Caldera,Explosion,,,,,,,
351080,Galeras,11347,890,116637,Pumice,,,,,,,,
351080,Galeras,11348,1535,116639,Explosion,,,,,,,,
351080,Galeras,11349,1580,116641,Explosion,,,,,,,,
351080,Galeras,11349,1580,116642,Pyroclastic flow,,,,,,,,
351080,Galeras,11349,1580,116643,Lava flow,Uncertain,,,,,,,
351080,Galeras,11349,1580,116644,Earthquakes (undefined),,,,,,,,
351080,Galeras,11349,1580,116645,Blocks,,,,,,,,
351080,Galeras,11350,1616,116647,Explosion,,,,,,,,
351080,Galeras,11350,1616,116648,Pyroclastic flow,,,,,,,,
351080,Galeras,11350,1616,116649,Lava flow,Uncertain,,,,,,,
351080,Galeras,11351,1641,116651,Explosion,,,,,,,,
351080,Galeras,11351,1641,116652,Pyroclastic flow,,,,,,,,
351080,Galeras,11351,1641,116653,Eruption cloud,,,,,,,,
351080,Galeras,11352,1670,116655,Explosion,,,,,,,,
351080,Galeras,11352,1670,116656,Earthquakes (undefined),,,,,,,,
351080,Galeras,11353,1754,116658,Explosion,,,,,,,,
351080,Galeras,11354,1796,116660,Explosion,,,,,,,,
351080,Galeras,11354,1796,116661,Lava flow,Uncertain,,,,,,,
351080,Galeras,11355,1823,116663,Explosion,,,,,,,,
351080,Galeras,11355,1823,116664,Lava flow,,,,,,,,
351080,Galeras,11356,1828,116666,Explosion,,,,,,,,
351080,Galeras,11356,1828,116667,Ash,,,,,,,,
351080,Galeras,11356,1828,116668,Lava flow,Uncertain,,,,,,,
351080,Galeras,11356,1828,116669,Lava dome,Uncertain,,,,,,,
351080,Galeras,11367,1936,116671,Explosion,,,,,,,,
351080,Galeras,11367,1936,116672,Ash,,,,,,,,
351080,Galeras,11367,1936,116673,Bombs,,,,,,,,
351080,Galeras,11367,1936,116674,Pyroclastic flow,,,,,,,,
351080,Galeras,11367,1936,116675,Lava flow,Uncertain,,,,,,,
351080,Galeras,11367,1936,116676,Property Damage,,,,,,,,
351080,Galeras,11367,1936,116677,Eruption cloud,,,,,,,,
351080,Galeras,11369,1950,116682,Explosion,,,,,,,,
351080,Galeras,11371,1974,116688,Explosion,weak or small,,,,,,,
351080,Galeras,11372,1989,116690,Ash,,,,,,,,
351080,Galeras,11372,1989,116691,Pyroclastic flow,weak or small,,,,,,,
351080,Galeras,11372,1989,116692,Phreatic activity,,,,,,,,
351080,Galeras,11372,1989,116693,Volcanic tremor,,,,,,,,
351080,Galeras,11372,1989,116694,Earthquakes (undefined),,,,,,,,
351080,Galeras,11372,1989,116695,Blocks,,,,,,,,
351080,Galeras,11373,1990,116697,Ash,,,,,,,,
351080,Galeras,11373,1990,116698,Lapilli,,,,,,,,
351080,Galeras,11373,1990,116699,Pyroclastic flow,Uncertain,,,,,,,
351080,Galeras,11373,1990,116700,Phreatic activity,,,,,,,,
351080,Galeras,11373,1990,116701,Lava dome,,,,,,,,
351080,Galeras,11373,1990,116702,Property Damage,,,,,,,,
351080,Galeras,11373,1990,116703,Lahar or Mudflow,,,,,,,,
351080,Galeras,11373,1990,116704,Volcanic tremor,,,,,,,,
351080,Galeras,11378,2005,116706,Explosion,,,,,,,,
351080,Galeras,11378,2005,116707,Ash,,,,,,,,
351080,Galeras,11378,2005,116708,Lava dome,,,,,,,,
351080,Galeras,11378,2005,116709,Evacuations,,,,,,,,
351080,Galeras,11378,2005,116710,Volcanic tremor,,,,,,,,
351080,Galeras,11378,2005,116711,Earthquakes (undefined),Before.,,,,,,,
351080,Galeras,11378,2005,116712,Earthquakes (undefined),,,,,,,,
351080,Galeras,11379,2007,116714,Explosion,,,,,,,,
351080,Galeras,11379,2007,116715,Ash,,,,,,,,
351080,Galeras,11379,2007,116716,Volcanic tremor,,,,,,,,
351080,Galeras,11380,2008,116718,Explosion,,,,,,,,
351080,Galeras,11380,2008,116719,Ash,,,,,,,,
351080,Galeras,11380,2008,116720,Evacuations,,,2009,,11,,20,
351080,Galeras,11380,2008,116721,Volcanic tremor,,,,,,,,
351080,Galeras,11380,2008,116722,Earthquakes (undefined),,,,,,,,
351080,Galeras,11380,2008,116723,Blocks,,,,,,,,
351080,Galeras,11381,2010,116725,Explosion,,,2010,,8,,25,
351080,Galeras,11381,2010,116727,Evacuations,"According to news articles, about 7,000 were requested by officials to evacuate, although few left their homes.",,2010,,8,,25,
351080,Galeras,11381,2010,116729,Seismicity (volcanic),"Seismicity associated with the eruption continued for a period of about 12 hours and gradually declined in the afternoon. During 26-31 August at least 12 earthquakes, M 2-4, were located within a 2-km radius from the crater, at depths not more than 3 km.",,2010,,8,,25,
351090,Azufral,11382,-2095,116731,Explosion,,,,,,,,
351090,Azufral,11382,-2095,116732,Pyroclastic flow,,,,,,,,
351090,Azufral,11382,-2095,116733,Lava dome,,,,,,,,
351090,Azufral,11383,-1850,116735,Explosion,,,,,,,,
351090,Azufral,11383,-1850,116736,Lava dome,,,,,,,,
351090,Azufral,11384,-1650,116738,Explosion,,,,,,,,
352003,Cuicocha,11393,-950,116739,Pyroclastic flow,,,,,,,,
352003,Cuicocha,11393,-950,116740,Lava dome,,,,,,,,
352003,Cuicocha,11394,650,116742,Explosion,Uncertain,,,,,,,
352004,Imbabura,11395,-5550,116744,Explosion,,,,,,,,
352004,Imbabura,11395,-5550,116745,Pyroclastic flow,,,,,,,,
352004,Imbabura,11395,-5550,116746,Property Damage,,,,,,,,
352004,Imbabura,11395,-5550,116747,Avalanche,,,,,,,,
352006,Cayambe,11396,-1800,116748,Explosion,,,,,,,,
352006,Cayambe,11396,-1800,116749,Ash,,,,,,,,
352006,Cayambe,11396,-1800,116750,Lapilli,,,,,,,,
352006,Cayambe,11397,-1650,116751,Explosion,,,,,,,,
352006,Cayambe,11397,-1650,116752,Ash,,,,,,,,
352006,Cayambe,11398,-1300,116753,Explosion,,,,,,,,
352006,Cayambe,11398,-1300,116754,Ash,,,,,,,,
352006,Cayambe,11399,-560,116755,Explosion,,,,,,,,
352006,Cayambe,11399,-560,116756,Ash,,,,,,,,
352006,Cayambe,11400,-510,116757,Explosion,,,,,,,,
352006,Cayambe,11400,-510,116758,Ash,,,,,,,,
352006,Cayambe,11401,-460,116759,Explosion,,,,,,,,
352006,Cayambe,11401,-460,116760,Ash,,,,,,,,
352006,Cayambe,11402,-260,116761,Explosion,,,,,,,,
352006,Cayambe,11402,-260,116762,Ash,,,,,,,,
352006,Cayambe,11403,-230,116763,Explosion,,,,,,,,
352006,Cayambe,11403,-230,116764,Ash,,,,,,,,
352006,Cayambe,11404,-180,116765,Explosion,,,,,,,,
352006,Cayambe,11404,-180,116766,Ash,,,,,,,,
352006,Cayambe,11405,10,116767,Explosion,,,,,,,,
352006,Cayambe,11405,10,116768,Ash,,,,,,,,
352006,Cayambe,11406,170,116769,Explosion,,,,,,,,
352006,Cayambe,11406,170,116770,Ash,,,,,,,,
352006,Cayambe,11407,200,116771,Explosion,,,,,,,,
352006,Cayambe,11407,200,116772,Ash,,,,,,,,
352006,Cayambe,11415,1590,116773,Pyroclastic flow,,,,,,,,
352006,Cayambe,11415,1590,116774,Blocks,,,,,,,,
352006,Cayambe,11416,1700,116775,Explosion,,,,,,,,
352006,Cayambe,11416,1700,116776,Ash,,,,,,,,
352006,Cayambe,11417,1785,116778,Explosion,,,,,,,,
352006,Cayambe,11417,1785,116779,Ash,,,,,,,,
352006,Cayambe,11417,1785,116780,Lava flow,Uncertain,,,,,,,
352006,Cayambe,11417,1785,116781,Lahar or Mudflow,Uncertain,,,,,,,
352011,Pululahua,11418,-4800,116782,Explosion,,,,,,,,
352011,Pululahua,11418,-4800,116783,Pyroclastic flow,,,,,,,,
352011,Pululahua,11418,-4800,116784,Pumice,,,,,,,,
352011,Pululahua,11419,-690,116786,Explosion,,,,,,,,
352011,Pululahua,11419,-690,116787,Ash,,,,,,,,
352011,Pululahua,11419,-690,116788,Pyroclastic flow,,,,,,,,
352011,Pululahua,11419,-690,116789,Property Damage,,,,,,,,
352011,Pululahua,11419,-690,116790,Caldera,Explosion,,,,,,,
352011,Pululahua,11419,-690,116791,Pumice,,,,,,,,
352011,Pululahua,11420,-450,116793,Explosion,,,,,,,,
352011,Pululahua,11420,-450,116794,Ash,,,,,,,,
352011,Pululahua,11420,-450,116795,Bombs,,,,,,,,
352011,Pululahua,11420,-450,116796,Pyroclastic flow,,,,,,,,
352011,Pululahua,11420,-450,116797,Lava dome,,,,,,,,
352011,Pululahua,11420,-450,116798,Property Damage,,,,,,,,
352011,Pululahua,11420,-450,116799,Caldera,Explosion,,,,,,,
352011,Pululahua,11420,-450,116800,Evacuations,,,,,,,,
352011,Pululahua,11421,290,116802,Explosion,,,,,,,,
352011,Pululahua,11421,290,116803,Pyroclastic flow,,,,,,,,
352011,Pululahua,11421,290,116804,Lava flow,,,,,,,,
352011,Pululahua,11421,290,116805,Lava dome,,,,,,,,
352010,Reventador,11434,1898,116807,Explosion,"violent, strong, or large",,,,,,,
352010,Reventador,11434,1898,116808,Ash,,,,,,,,
352010,Reventador,11434,1898,116809,Pyroclastic flow,,,,,,,,
352010,Reventador,11434,1898,116810,Earthquakes (undefined),Before.,,,,,,,
352010,Reventador,11435,1912,116812,Explosion,,,,,,,,
352010,Reventador,11435,1912,116813,Ash,,,,,,,,
352010,Reventador,11436,1926,116815,Explosion,,,,,,,,
352010,Reventador,11436,1926,116816,Ash,,,,,,,,
352010,Reventador,11437,1929,116818,Explosion,,,,,,,,
352010,Reventador,11437,1929,116819,Ash,,,,,,,,
352010,Reventador,11438,1936,116821,Explosion,,,,,,,,
352010,Reventador,11438,1936,116822,Ash,,,,,,,,
352010,Reventador,11439,1944,116824,Explosion,,,,,,,,
352010,Reventador,11439,1944,116825,Ash,,,,,,,,
352010,Reventador,11439,1944,116826,Lava flow,,,,,,,,
352010,Reventador,11439,1944,116827,Lahar or Mudflow,,,,,,,,
352010,Reventador,11440,1955,116829,Explosion,,,,,,,,
352010,Reventador,11441,1958,116831,Explosion,"violent, strong, or large",,,,,,,
352010,Reventador,11442,1960,116833,Explosion,,,,,,,,
352010,Reventador,11442,1960,116834,Ash,,,,,,,,
352010,Reventador,11443,1972,116836,Explosion,,,,,,,,
352010,Reventador,11443,1972,116837,Tephra,,,,,,,,
352010,Reventador,11443,1972,116838,Lava flow,,,,,,,,
352010,Reventador,11443,1972,116839,Lahar or Mudflow,,,,,,,,
352010,Reventador,11443,1972,116840,Audible Sounds,,,,,,,,
352010,Reventador,11447,2004,116841,Ash,,,,,,,,
352010,Reventador,11447,2004,116842,Pyroclastic flow,weak or small,,,,,,,
352010,Reventador,11447,2004,116843,Lava flow,,,,,,,,
352010,Reventador,11447,2004,116844,Lava dome,,,,,,,,
352010,Reventador,11447,2004,116845,Lahar or Mudflow,,,,,,,,
352010,Reventador,11447,2004,116846,Volcanic tremor,Before eruption.,,,,,,,
352010,Reventador,11447,2004,116847,Volcanic tremor,,,,,,,,
352010,Reventador,11447,2004,116848,Earthquakes (undefined),Before.,,,,,,,
352010,Reventador,11447,2004,116849,Earthquakes (undefined),,,,,,,,
352010,Reventador,11448,2007,116851,Explosion,,,,,,,,
352010,Reventador,11448,2007,116852,Ash,,,,,,,,
352010,Reventador,11448,2007,116853,Lava flow,,,,,,,,
352010,Reventador,11448,2007,116854,Lahar or Mudflow,,,,,,,,
352010,Reventador,11448,2007,116855,Earthquakes (undefined),Before.,,,,,,,
352010,Reventador,11448,2007,116856,Earthquakes (undefined),,,,,,,,
352010,Reventador,11449,2008,116858,Explosion,,,,,,,,
352010,Reventador,11449,2008,116859,Ash,,,,,,,,
352010,Reventador,11449,2008,116860,Pyroclastic flow,,,,,,,,
352010,Reventador,11449,2008,116861,Lava flow,,,,,,,,
352010,Reventador,11449,2008,116862,Property Damage,,,,,,,,
284096,Nishinoshima,20916,2013,157102,Incandescent ejecta,"Incandescent material was observed by JMSDF inside Crater 2; light grayish-white plumes intermittently rose to 800 m at intervals of approximately one minute, and ejecta were scattered several tens of meters into the air above the crater.",,2014,,1,,29,
284096,Nishinoshima,20916,2013,157103,Ash Plume,Light grayish-white plumes intermittently rose to 800 m at intervals of approximately one minute.,,2014,,1,,29,
284096,Nishinoshima,20916,2013,157104,Ash Plume,"Plumes rose as high as 1,500 m in February 2014 according to JCG.",,2014,,2,>,1,
284096,Nishinoshima,20916,2013,157105,Lava flow,"By 11 February, the Japan Coast Guard reported the new land area from lava flows was 920 m E-W and 750 m N-S. Incandescence was photographed at Crater 2 along with a rapidly changing landscape from the active lava flows. In just three weeks, the lagoon on the eastern side of the island went from open, to closed off by lava flows and volcanic debris.",,2014,,2,<,11,
284096,Nishinoshima,20916,2013,157106,Lava flow,"The land area was reported by JCG as 1,190 x 1,000 m, with an elevation of 72 m at the highest point.",,2014,,4,,15,
284096,Nishinoshima,20916,2013,157107,Cinder Cone,A new cone (Crater 3) that emerged in between the first two was first observed with incandescent spatter reaching tens of meters into the air.,,2014,,5,,21,
284096,Nishinoshima,20916,2013,157108,Incandescent ejecta,A new cone (Crater 3) that emerged in between the first two was first observed with incandescent spatter reaching tens of meters into the air.,,2014,,5,,21,
284096,Nishinoshima,20916,2013,157109,Cinder Cone,"The island was about 300 x 200 m, and developed a crater 150m wide. On 22 November the eruption continued and incandescence within the crater was observed.",,2013,,11,,20,
284096,Nishinoshima,20916,2013,157110,Crater,A fourth crater was seen emitting brown ash plumes.,,2014,,6,,13,
284096,Nishinoshima,20916,2013,157111,Ash Plume,A fourth crater was seen emitting brown ash plumes.,,2014,,6,,13,
284096,Nishinoshima,20916,2013,157112,Thermal Anomaly,Multiple near-daily MODVOLC thermal alerts were issued.,,2014,,5,,9,
284096,Nishinoshima,20916,2013,157113,Thermal Anomaly,Multiple near-daily MODVOLC thermal alerts were issued.,,2014,,5,,22,
284096,Nishinoshima,20916,2013,157114,Thermal Anomaly,Five MODVOLC thermal alerts were issued.,,2014,,6,,1,
284096,Nishinoshima,20916,2013,157115,Thermal Anomaly,Multiple near-daily MODVOLC thermal alerts were issued.,,2014,,6,,4,
284096,Nishinoshima,20916,2013,157116,Thermal Anomaly,A MODVOLC thermal alert was issued.,,2014,,6,,11,
284096,Nishinoshima,20916,2013,157117,Thermal Anomaly,Multiple near-daily MODVOLC thermal alerts were issued.,,2014,,6,,19,
284096,Nishinoshima,20916,2013,157118,Lava flow,"Steaming along the shoreline indicated at least two locations with active, or recently active, lava ocean entries, possibly tube-fed since no surface incandescence was visible. Night video clearly showed an active lava flow and ocean entry being supplied from lava fountaining out of a cinder cone.",,2014,,6,,11,
284096,Nishinoshima,20916,2013,157119,Lava fountains,Night video clearly showed an active lava flow and ocean entry being supplied from lava fountaining out of a cinder cone.,,2014,,6,,11,
284096,Nishinoshima,20916,2013,157120,Tephra,"A significant steam plume was rising from the center of the lava shield from hot tephra deposits over a broad area rather than a crater. However, pulsating tephra ejections and distinctly brown ash plumes were rising from two smaller craters.",,2014,,6,,11,
284096,Nishinoshima,20916,2013,157121,Lava lake,An incandescent lava lake was visible in one of the small craters on both days.,,2014,,6,,11,
284096,Nishinoshima,20916,2013,157122,Ash Plume,Tokyo VAAC reported volcanic ash at 3 km altitude at 2203; the plume extended NE.,,2014,,6,,30,
284096,Nishinoshima,20916,2013,157123,Cinder Cone,JCG observed another new crater (Crater 5) on the east side of the island generating a continuous steam-and-ash plume.,,2014,,7,,23,
284096,Nishinoshima,20916,2013,157124,Ash Plume,JCG observed a new crater (Crater 5) on the east side of the island generating a continuous steam-and-ash plume.,,2014,,7,,23,
284096,Nishinoshima,20916,2013,157125,Thermal Anomaly,Multiple near-daily MODVOLC thermal alerts were issued.,,2014,,7,,13,
284096,Nishinoshima,20916,2013,157126,Thermal Anomaly,Multiple near-daily MODVOLC thermal alerts were issued.,,2014,,7,,23,
284096,Nishinoshima,20916,2013,157127,Cinder Cone,Crater 6 was first observed to the E of the main crater complex.,,2014,,8,,26,
284096,Nishinoshima,20916,2013,157128,Lava flow,"Lava flowing from the central crater complex had enlarged Crater 2 and created an oval lava mound with dimensions of 90 x 60 m. The overall dimensions of newly formed land were around 1,550 m E-W and 1,250 m N-S, and the highest elevation was 87 m.",,2014,,8,,26,
284096,Nishinoshima,20916,2013,157129,Thermal Anomaly,Multiple near-daily MODVOLC thermal alerts were issued.,,2014,,8,,13,
284096,Nishinoshima,20916,2013,157130,Thermal Anomaly,Multiple near-daily MODVOLC thermal alerts were issued.,,2014,,8,,27,
284096,Nishinoshima,20916,2013,157131,Ash Plume,The Tokyo VAAC reported an ash plume that rose to an altitude of about 3 km and drifted S.,,2014,,9,,16,
