Volcano Number,Volcano Name,Eruption Number,Eruption Start Year,Event Number,Event Type,Event Remarks,Event Date Year Modifier,Event Date Year,Event Date Year Uncertainty,Event Date Month,Event Date Day Modifier,Event Date Day,Event Date Day Uncertainty
210020,Chaine des Puys,10011,-4040,100001,Explosion,,,,,,,,
210020,Chaine des Puys,10011,-4040,100002,Scoria,,,,,,,,
210020,Chaine des Puys,10011,-4040,100003,Pyroclastic flow,,,,,,,,
210020,Chaine des Puys,10011,-4040,100004,Lava flow,,,,,,,,
210020,Chaine des Puys,10011,-4040,100005,Cinder Cone,,,,,,,,
210020,Chaine des Puys,10011,-4040,100006,Pumice,,,,,,,,
210040,Calatrava Volcanic Field,10012,-3600,100008,Explosion,,,,,,,,
210040,Calatrava Volcanic Field,10012,-3600,100009,Pyroclastic flow,,,,,,,,
211010,Campi Flegrei,10018,-8480,100025,Explosion,,,,,,,,
211010,Campi Flegrei,10018,-8480,100026,Pyroclastic flow,,,,,,,,
211010,Campi Flegrei,10018,-8480,100027,Pumice,,,,,,,,
211010,Campi Flegrei,10019,-7980,100030,Explosion,,,,,,,,
211010,Campi Flegrei,10019,-7980,100031,Ash,,,,,,,,
211010,Campi Flegrei,10019,-7980,100032,Lapilli,,,,,,,,
211010,Campi Flegrei,10019,-7980,100033,Pyroclastic flow,,,,,,,,
211010,Campi Flegrei,10019,-7980,100034,Pumice,,,,,,,,
211010,Campi Flegrei,10025,-2580,100036,Explosion,,,,,,,,
211010,Campi Flegrei,10025,-2580,100037,Ash,,,,,,,,
211010,Campi Flegrei,10025,-2580,100038,Lapilli,,,,,,,,
211010,Campi Flegrei,10025,-2580,100039,Pyroclastic flow,,,,,,,,
211010,Campi Flegrei,10026,-2500,100041,Explosion,,,,,,,,
211010,Campi Flegrei,10026,-2500,100042,Ash,,,,,,,,
211010,Campi Flegrei,10026,-2500,100043,Pyroclastic flow,,,,,,,,
211010,Campi Flegrei,10026,-2500,100044,Pumice,,,,,,,,
211010,Campi Flegrei,10027,-2440,100046,Explosion,,,,,,,,
211010,Campi Flegrei,10027,-2440,100047,Ash,,,,,,,,
211010,Campi Flegrei,10027,-2440,100048,Lapilli,,,,,,,,
211010,Campi Flegrei,10027,-2440,100049,Pyroclastic flow,,,,,,,,
211010,Campi Flegrei,10027,-2440,100050,Pumice,,,,,,,,
211010,Campi Flegrei,10028,-2330,100052,Explosion,,,,,,,,
211010,Campi Flegrei,10028,-2330,100053,Ash,,,,,,,,
211010,Campi Flegrei,10028,-2330,100054,Lapilli,,,,,,,,
211010,Campi Flegrei,10028,-2330,100055,Pyroclastic flow,,,,,,,,
211010,Campi Flegrei,10029,-2220,100057,Explosion,,,,,,,,
211010,Campi Flegrei,10029,-2220,100058,Ash,,,,,,,,
211010,Campi Flegrei,10029,-2220,100059,Lapilli,,,,,,,,
211010,Campi Flegrei,10029,-2220,100060,Pyroclastic flow,,,,,,,,
211010,Campi Flegrei,10029,-2220,100061,Pumice,,,,,,,,
263300,Semeru,10030,1915,100063,Explosion,Uncertain,,,,,,,
263300,Semeru,10030,1915,100064,Lahar or Mudflow,,,,,,,,
263300,Semeru,10031,1941,100066,Explosion,,,,,,,,
263300,Semeru,10031,1941,100067,Ash,,,,,,,,
263300,Semeru,10031,1941,100068,Bombs,,,,,,,,
211010,Campi Flegrei,10037,-1870,100069,Ash,,,,,,,,
211010,Campi Flegrei,10037,-1870,100070,Scoria,,,,,,,,
211010,Campi Flegrei,10037,-1870,100071,Pyroclastic flow,,,,,,,,
211010,Campi Flegrei,10037,-1870,100072,Lava flow,,,,,,,,
211010,Campi Flegrei,10037,-1870,100073,Lava dome,,,,,,,,
211010,Campi Flegrei,10037,-1870,100074,Pumice,,,,,,,,
211010,Campi Flegrei,10037,-1870,100075,Phreatomagmatic,,,,,,,,
211010,Campi Flegrei,10038,-1650,100077,Explosion,,,,,,,,
211010,Campi Flegrei,10038,-1650,100078,Ash,,,,,,,,
211010,Campi Flegrei,10038,-1650,100079,Pyroclastic flow,,,,,,,,
211010,Campi Flegrei,10038,-1650,100080,Lava flow,,,,,,,,
213020,Nemrut Dagi,10039,-5745,100081,Explosion,,,,,,,,
213020,Nemrut Dagi,10039,-5745,100082,Ash,,,,,,,,
211010,Campi Flegrei,10040,1198,100084,Phreatic activity,,,,,,,,
211010,Campi Flegrei,10040,1198,100085,Property Damage,,,,,,,,
211010,Campi Flegrei,10040,1198,100086,Earthquakes (undefined),,,,,,,,
211010,Campi Flegrei,10040,1198,100087,Blocks,,,,,,,,
211010,Campi Flegrei,10041,1538,100089,Explosion,,,,,,,,
211010,Campi Flegrei,10041,1538,100090,Ash,,,,,,,,
211010,Campi Flegrei,10041,1538,100091,Scoria,,,,,,,,
211010,Campi Flegrei,10041,1538,100092,Pyroclastic flow,,,,,,,,
211010,Campi Flegrei,10041,1538,100093,Phreatic activity,,,,,,,,
211010,Campi Flegrei,10041,1538,100094,Lava flow,,,,,,,,
211010,Campi Flegrei,10041,1538,100095,Lava lake,,,,,,,,
211010,Campi Flegrei,10041,1538,100096,Property Damage,,,,,,,,
211010,Campi Flegrei,10041,1538,100097,Fatalities,,,1538,,10,,6,
211010,Campi Flegrei,10041,1538,100098,Evacuations,,,,,,,,
211010,Campi Flegrei,10041,1538,100099,Lava fountains,,,,,,,,
211010,Campi Flegrei,10041,1538,100100,Cinder Cone,,,,,,,,
211010,Campi Flegrei,10041,1538,100101,Earthquakes (undefined),Before.,,,,,,,
211010,Campi Flegrei,10041,1538,100102,Earthquakes (undefined),,,,,,,,
211020,Vesuvius,10046,-1430,100103,Scoria,,,,,,,,
211020,Vesuvius,10046,-1430,100104,Pyroclastic flow,,,,,,,,
211020,Vesuvius,10046,-1430,100105,Pumice,,,,,,,,
211020,Vesuvius,10047,-880,100107,Explosion,,,,,,,,
211020,Vesuvius,10047,-880,100108,Ash,,,,,,,,
211020,Vesuvius,10047,-880,100109,Lapilli,,,,,,,,
211020,Vesuvius,10047,-880,100110,Scoria,,,,,,,,
211020,Vesuvius,10047,-880,100111,Property Damage,,,,,,,,
211020,Vesuvius,10047,-880,100112,Lahar or Mudflow,,,,,,,,
211020,Vesuvius,10047,-880,100113,Pumice,,,,,,,,
211020,Vesuvius,10048,-600,100115,Explosion,,,,,,,,
211020,Vesuvius,10048,-600,100116,Pumice,,,,,,,,
211020,Vesuvius,10049,-217,100118,Explosion,,,,,,,,
211020,Vesuvius,10049,-217,100119,Ash,,,,,,,,
211020,Vesuvius,10049,-217,100120,Lapilli,,,,,,,,
211020,Vesuvius,10049,-217,100121,Scoria,,,,,,,,
211020,Vesuvius,10049,-217,100122,Lahar or Mudflow,,,,,,,,
211020,Vesuvius,10049,-217,100123,Pumice,,,,,,,,
211020,Vesuvius,10050,79,100125,Explosion,extremely violent or catastrophic,,,,,,,
211020,Vesuvius,10050,79,100126,Ash,,,,,,,,
211020,Vesuvius,10050,79,100127,Lapilli,,,,,,,,
211020,Vesuvius,10050,79,100128,Pyroclastic flow,,,,,,,,
211020,Vesuvius,10050,79,100129,Property Damage,,,,,,,,
211020,Vesuvius,10050,79,100130,Fatalities,,,79,,8,,25,
211020,Vesuvius,10050,79,100131,Lahar or Mudflow,,,,,,,,
211020,Vesuvius,10050,79,100132,Tsunami,,,,,,,,
211020,Vesuvius,10050,79,100133,Caldera,Explosion,,,,,,,
211020,Vesuvius,10050,79,100134,Evacuations,,,,,,,,
211020,Vesuvius,10050,79,100135,Eruption cloud,,,,,,,,
211020,Vesuvius,10050,79,100136,Seismicity (volcanic),Before eruption.,,,,,,,
332010,Kilauea,10060,1790,100137,Blocks,,,,,,,,
332010,Kilauea,10061,1820,100139,Ash,,,,,,,,
332010,Kilauea,10061,1820,100140,Lapilli,,,,,,,,
332010,Kilauea,10061,1820,100141,Lava flow,,,,,,,,
332010,Kilauea,10061,1820,100142,Lava fountains,,,,,,,,
332010,Kilauea,10061,1820,100143,Pumice,,,,,,,,
332010,Kilauea,10062,1823,100145,Phreatic activity,,,,,,,,
332010,Kilauea,10062,1823,100146,Lava flow,,,,,,,,
332010,Kilauea,10062,1823,100147,Property Damage,,,,,,,,
332010,Kilauea,10062,1823,100148,Fatalities,,,1823,,2,,,
332010,Kilauea,10062,1823,100149,Blocks,,,,,,,,
332010,Kilauea,10062,1823,100150,Lava flow,Entered water.,,,,,,,
332010,Kilauea,10062,1823,100152,Lava flow,,,,,,,,
332010,Kilauea,10062,1823,100153,Lava lake,,,,,,,,
332010,Kilauea,10062,1823,100154,Earthquakes (undefined),,,,,,,,
332010,Kilauea,10062,1823,100155,Collapse,"Event was ""Partial collapse at end of eruption""",,,,,,,
332010,Kilauea,10062,1823,100157,Lava flow,,,,,,,,
332010,Kilauea,10062,1823,100158,Earthquakes (undefined),,,,,,,,
332010,Kilauea,10062,1823,100160,Lava flow,,,,,,,,
332010,Kilauea,10062,1823,100161,Lava lake,,,,,,,,
332010,Kilauea,10062,1823,100162,Property Damage,,,,,,,,
332010,Kilauea,10062,1823,100163,Lava flow,Entered water.,,,,,,,
332010,Kilauea,10062,1823,100164,Collapse,"Event was ""Partial collapse at end of eruption""",,,,,,,
332010,Kilauea,10062,1823,100166,Explosion,,,,,,,,
332010,Kilauea,10062,1823,100167,Scoria,,,,,,,,
332010,Kilauea,10062,1823,100168,Lava flow,,,,,,,,
332010,Kilauea,10062,1823,100169,Earthquakes (undefined),Before. Large.,,,,,,,
332010,Kilauea,10062,1823,100170,Pumice,,,,,,,,
332010,Kilauea,10079,1924,100171,Phreatic activity,,,,,,,,
332010,Kilauea,10079,1924,100172,Fatalities,,,1924,,5,,18,
332010,Kilauea,10079,1924,100173,Earthquakes (undefined),,,,,,,,
332010,Kilauea,10079,1924,100174,Blocks,,,,,,,,
332010,Kilauea,10079,1924,100175,Collapse,"Event was ""Partial collapse at end of eruption""",,,,,,,
332010,Kilauea,10079,1924,100177,Lava flow,,,,,,,,
332010,Kilauea,10081,1927,100179,Lava flow,,,,,,,,
332010,Kilauea,10081,1927,100180,Lava lake,,,,,,,,
332010,Kilauea,10081,1927,100181,Lava fountains,,,,,,,,
332010,Kilauea,10081,1927,100182,Volcanic tremor,,,,,,,,
332010,Kilauea,10081,1927,100183,Earthquakes (undefined),,,,,,,,
332010,Kilauea,10083,1929,100188,Lava flow,,,,,,,,
332010,Kilauea,10083,1929,100189,Lava lake,,,,,,,,
332010,Kilauea,10083,1929,100190,Lava fountains,,,,,,,,
332010,Kilauea,10083,1929,100191,Volcanic tremor,,,,,,,,
332010,Kilauea,10083,1929,100192,Earthquakes (undefined),,,,,,,,
332010,Kilauea,10083,1929,100193,Deformation (inflation),,,,,,,,
332010,Kilauea,10083,1929,100194,Deformation (deflation),,,,,,,,
332010,Kilauea,10084,1929,100196,Lava flow,,,,,,,,
332010,Kilauea,10084,1929,100197,Lava lake,,,,,,,,
332010,Kilauea,10084,1929,100198,Lava fountains,,,,,,,,
332010,Kilauea,10084,1929,100199,Volcanic tremor,,,,,,,,
332010,Kilauea,10084,1929,100200,Earthquakes (undefined),,,,,,,,
332010,Kilauea,10084,1929,100201,Deformation (inflation),,,,,,,,
332010,Kilauea,10084,1929,100202,Deformation (deflation),,,,,,,,
332010,Kilauea,10085,1930,100204,Lava flow,,,,,,,,
332010,Kilauea,10090,1955,100205,Evacuations,,,,,,,,
332010,Kilauea,10090,1955,100206,Lava fountains,,,,,,,,
332010,Kilauea,10090,1955,100207,Flames,,,,,,,,
332010,Kilauea,10090,1955,100208,Audible Sounds,,,,,,,,
332010,Kilauea,10090,1955,100209,Seismicity (volcanic),Before eruption.,,,,,,,
332010,Kilauea,10090,1955,100210,Seismicity (volcanic),,,,,,,,
332010,Kilauea,10090,1955,100211,Deformation (undefined),,,,,,,,
332010,Kilauea,10090,1955,100212,Pumice,,,,,,,,
332010,Kilauea,10090,1955,100213,Incandescence,"Event was ""Glow""",,,,,,,
332010,Kilauea,10090,1955,100214,Lava flow,Entered water.,,,,,,,
332010,Kilauea,10091,1959,100217,Explosion,weak or small,,,,,,,
332010,Kilauea,10091,1959,100218,Ash,,,,,,,,
332010,Kilauea,10091,1959,100219,Bombs,weak or small,,,,,,,
332010,Kilauea,10091,1959,100220,Phreatic activity,,,,,,,,
332010,Kilauea,10091,1959,100221,Lava flow,,,,,,,,
332010,Kilauea,10091,1959,100222,Property Damage,,,,,,,,
332010,Kilauea,10091,1959,100223,Evacuations,,,,,,,,
332010,Kilauea,10091,1959,100224,Lava fountains,,,,,,,,
332010,Kilauea,10091,1959,100225,Cinder Cone,,,,,,,,
332010,Kilauea,10091,1959,100226,Volcanic tremor,Before eruption.,,,,,,,
332010,Kilauea,10091,1959,100227,Earthquakes (undefined),Before.,,,,,,,
332010,Kilauea,10091,1959,100228,Pumice,,,,,,,,
332010,Kilauea,10091,1959,100229,Lava flow,Entered water.,,,,,,,
332010,Kilauea,10092,1961,100231,Lava flow,,,,,,,,
332010,Kilauea,10092,1961,100232,Lava fountains,,,,,,,,
332010,Kilauea,10092,1961,100234,Lava flow,,,,,,,,
332010,Kilauea,10092,1961,100235,Lava fountains,,,,,,,,
332010,Kilauea,10094,1961,100237,Lava flow,,,,,,,,
332010,Kilauea,10094,1961,100238,Lava fountains,,,,,,,,
334050,Northern EPR at 9.8øN,10338,1875,100240,Lava flow,,,,,,,,
334050,Northern EPR at 9.8øN,10339,1950,100243,Lava flow,,,,,,,,
334050,Northern EPR at 9.8øN,10340,1988,100246,Lava flow,,,,,,,,
334140,Southern EPR-Segment I,10341,1915,100249,Lava flow,,,,,,,,
354020,Ubinas,10342,1951,100251,Explosion,,,,,,,,
354020,Ubinas,10342,1951,100252,Ash,,,,,,,,
354020,Ubinas,10343,1956,100254,Explosion,,,,,,,,
354020,Ubinas,10343,1956,100255,Ash,,,,,,,,
354020,Ubinas,10343,1956,100256,Property Damage,,,,,,,,
334050,Northern EPR at 9.8øN,10344,1991,100259,Lava flow,,,,,,,,
334050,Northern EPR at 9.8øN,10345,1991,100262,Lava flow,,,,,,,,
334050,Northern EPR at 9.8øN,10346,2005,100265,Lava flow,,,,,,,,
334050,Northern EPR at 9.8øN,10346,2005,100266,Earthquakes (undefined),Before.,,,,,,,
334050,Northern EPR at 9.8øN,10346,2005,100267,Earthquakes (undefined),,,,,,,,
334070,Galapagos Rift,10347,1972,100269,Lava flow,,,,,,,,
334070,Galapagos Rift,10347,1972,100270,Earthquakes (undefined),,,,,,,,
334070,Galapagos Rift,10347,1972,100271,Fauna Kill,Aquatic.,,,,,,,
334130,Southern EPR-Segment J,10359,1890,100273,Lava flow,,,,,,,,
334140,Southern EPR-Segment I,10360,1620,100276,Lava flow,,,,,,,,
334140,Southern EPR-Segment I,10361,1860,100279,Lava flow,,,,,,,,
341021,Socorro,10370,-3090,100294,Explosion,,,,,,,,
341021,Socorro,10370,-3090,100295,Lava flow,,,,,,,,
341021,Socorro,10370,-3090,100296,Lava flow,Entered water.,,,,,,,
341021,Socorro,10374,1951,100301,Phreatic activity,,,,,,,,
341021,Socorro,10374,1951,100302,Blocks,,,,,,,,
600000,Unknown Source,10375,-3201,100303,Explosion,,,,,,,,
341090,Popocatepetl,10376,1518,100305,Explosion,Uncertain,,,,,,,
341030,Ceboruco,10383,1870,100307,Lava flow,"violent, strong, or large",,,,,,,
341030,Ceboruco,10383,1870,100308,Lava dome,,,,,,,,
341030,Ceboruco,10383,1870,100309,Property Damage,,,,,,,,
341030,Ceboruco,10383,1870,100310,Evacuations,,,,,,,,
341030,Ceboruco,10383,1870,100311,Earthquakes (undefined),Before.,,,,,,,
341040,Colima,10384,-7690,100313,Explosion,,,,,,,,
341040,Colima,10384,-7690,100314,Edifice Destroyed,Collapse/avalanche,,,,,,,
341040,Colima,10384,-7690,100315,Avalanche,,,,,,,,
341040,Colima,10384,-7690,100316,Pumice,,,,,,,,
341040,Colima,10385,-7420,100318,Explosion,,,,,,,,
341040,Colima,10385,-7420,100319,Pyroclastic flow,,,,,,,,
341040,Colima,10386,-6320,100321,Explosion,,,,,,,,
341040,Colima,10386,-6320,100322,Ash,,,,,,,,
341040,Colima,10386,-6320,100323,Scoria,,,,,,,,
341040,Colima,10387,-5880,100325,Explosion,,,,,,,,
341040,Colima,10387,-5880,100326,Pyroclastic flow,,,,,,,,
341040,Colima,10388,-4960,100328,Explosion,,,,,,,,
341040,Colima,10388,-4960,100329,Scoria,,,,,,,,
341040,Colima,10388,-4960,100330,Avalanche,Uncertain,,,,,,,
341040,Colima,10389,-4500,100332,Explosion,,,,,,,,
341040,Colima,10389,-4500,100333,Ash,,,,,,,,
341040,Colima,10390,-4430,100335,Explosion,,,,,,,,
341040,Colima,10390,-4430,100336,Pyroclastic flow,,,,,,,,
341040,Colima,10391,-4110,100338,Explosion,,,,,,,,
341040,Colima,10391,-4110,100339,Ash,,,,,,,,
341040,Colima,10400,-1940,100341,Avalanche,,,,,,,,
341040,Colima,10401,-1890,100343,Explosion,,,,,,,,
341040,Colima,10401,-1890,100344,Pumice,,,,,,,,
341040,Colima,10402,-1450,100346,Explosion,,,,,,,,
341040,Colima,10402,-1450,100347,Ash,,,,,,,,
341040,Colima,10403,-1320,100349,Explosion,,,,,,,,
341040,Colima,10403,-1320,100350,Pyroclastic flow,,,,,,,,
341040,Colima,10404,-1170,100352,Explosion,,,,,,,,
341040,Colima,10404,-1170,100353,Pyroclastic flow,,,,,,,,
341040,Colima,10405,-1140,100355,Explosion,,,,,,,,
341040,Colima,10405,-1140,100356,Pyroclastic flow,,,,,,,,
341040,Colima,10406,-650,100358,Explosion,,,,,,,,
341040,Colima,10406,-650,100359,Pyroclastic flow,,,,,,,,
341040,Colima,10406,-650,100360,Edifice Destroyed,Collapse/avalanche,,,,,,,
341040,Colima,10406,-650,100361,Avalanche,,,,,,,,
341040,Colima,10406,-650,100362,Pumice,,,,,,,,
341040,Colima,10407,540,100364,Explosion,,,,,,,,
341040,Colima,10407,540,100365,Pyroclastic flow,,,,,,,,
341040,Colima,10408,730,100367,Explosion,,,,,,,,
341040,Colima,10408,730,100368,Pyroclastic flow,,,,,,,,
341040,Colima,10409,1110,100370,Explosion,,,,,,,,
341040,Colima,10409,1110,100371,Pyroclastic flow,,,,,,,,
341040,Colima,10409,1110,100372,Pumice,,,,,,,,
343020,Santa Ana,10410,1884,100373,Explosion,,,,,,,,
343020,Santa Ana,10410,1884,100374,Ash,weak or small,,,,,,,
341040,Colima,10418,1611,100375,Scoria,,,,,,,,
341040,Colima,10418,1611,100376,Pyroclastic flow,,,,,,,,
341040,Colima,10418,1611,100377,Earthquakes (undefined),,,,,,,,
341040,Colima,10419,1622,100379,Explosion,"violent, strong, or large",,,,,,,
341040,Colima,10419,1622,100380,Ash,,,,,,,,
341040,Colima,10419,1622,100381,Pyroclastic flow,,,,,,,,
341040,Colima,10420,1690,100383,Explosion,"violent, strong, or large",,,,,,,
341040,Colima,10420,1690,100384,Ash,,,,,,,,
341040,Colima,10420,1690,100385,Pyroclastic flow,,,,,,,,
341040,Colima,10420,1690,100386,Earthquakes (undefined),,,,,,,,
341040,Colima,10421,1711,100388,Explosion,,,,,,,,
341040,Colima,10421,1711,100389,Ash,,,,,,,,
263280,Kelud,10422,1311,100392,Explosion,,,,,,,,
263280,Kelud,10422,1311,100393,Property Damage,Uncertain,,,,,,,
263280,Kelud,10422,1311,100394,Fatalities,Uncertain,,1311,,,,,
263280,Kelud,10422,1311,100395,Lahar or Mudflow,Uncertain,,,,,,,
263280,Kelud,10423,1334,100398,Explosion,,,,,,,,
263280,Kelud,10423,1334,100399,Property Damage,,,,,,,,
263280,Kelud,10423,1334,100400,Fatalities,,,1334,,,,,
263280,Kelud,10423,1334,100401,Lahar or Mudflow,,,,,,,,
341040,Colima,10424,1743,100403,Explosion,,,,,,,,
341040,Colima,10424,1743,100404,Ash,,,,,,,,
341040,Colima,10424,1743,100405,Earthquakes (undefined),,,,,,,,
341040,Colima,10425,1744,100407,Explosion,,,,,,,,
341040,Colima,10425,1744,100408,Ash,,,,,,,,
341040,Colima,10435,1806,100409,Ash,,,,,,,,
341040,Colima,10435,1806,100410,Pyroclastic flow,,,,,,,,
600000,Unknown Source,13270,-4596,100411,Explosion,,,,,,,,
600000,Unknown Source,13271,-4564,100412,Explosion,,,,,,,,
600000,Unknown Source,13272,-4447,100413,Explosion,,,,,,,,
600000,Unknown Source,13273,-4411,100414,Explosion,,,,,,,,
600000,Unknown Source,13274,-4375,100415,Explosion,,,,,,,,
600000,Unknown Source,13275,-4037,100416,Explosion,,,,,,,,
600000,Unknown Source,13276,-4010,100417,Explosion,,,,,,,,
600000,Unknown Source,13277,-3977,100418,Explosion,,,,,,,,
600000,Unknown Source,13278,-3905,100419,Explosion,,,,,,,,
600000,Unknown Source,13279,-3195,100420,Explosion,,,,,,,,
600000,Unknown Source,13280,-2958,100421,Explosion,,,,,,,,
600000,Unknown Source,13281,-1695,100422,Explosion,,,,,,,,
600000,Unknown Source,13282,-1628,100423,Explosion,,,,,,,,
600000,Unknown Source,13283,-1623,100424,Explosion,,,,,,,,
600000,Unknown Source,13284,-1459,100425,Explosion,,,,,,,,
600000,Unknown Source,13285,-1454,100426,Explosion,,,,,,,,
600000,Unknown Source,13286,-1192,100427,Explosion,,,,,,,,
600000,Unknown Source,13287,-1150,100428,Explosion,,,,,,,,
600000,Unknown Source,13288,-1084,100429,Explosion,,,,,,,,
600000,Unknown Source,13289,-585,100430,Explosion,,,,,,,,
600000,Unknown Source,13290,-433,100431,Explosion,,,,,,,,
600000,Unknown Source,13291,-345,100432,Explosion,,,,,,,,
600000,Unknown Source,13292,-325,100433,Explosion,,,,,,,,
600000,Unknown Source,13293,-208,100434,Explosion,,,,,,,,
600000,Unknown Source,13294,-180,100435,Explosion,,,,,,,,
211020,Vesuvius,13311,536,100437,Explosion,,,,,,,,
211020,Vesuvius,13311,536,100438,Ash,,,,,,,,
211020,Vesuvius,13311,536,100439,Property Damage,,,,,,,,
211020,Vesuvius,13311,536,100440,Lahar or Mudflow,Uncertain,,,,,,,
213020,Nemrut Dagi,13312,-4055,100441,Explosion,,,,,,,,
213020,Nemrut Dagi,13312,-4055,100442,Ash,,,,,,,,
213020,Nemrut Dagi,13313,-1662,100443,Explosion,,,,,,,,
213020,Nemrut Dagi,13313,-1662,100444,Ash,,,,,,,,
211020,Vesuvius,13314,685,100446,Explosion,,,,,,,,
211020,Vesuvius,13314,685,100447,Ash,,,,,,,,
211020,Vesuvius,13314,685,100448,Lava flow,Uncertain,,,,,,,
211020,Vesuvius,13314,685,100449,Property Damage,,,,,,,,
211020,Vesuvius,13314,685,100450,Eruption cloud,,,,,,,,
211020,Vesuvius,13314,685,100451,Earthquakes (undefined),,,,,,,,
211020,Vesuvius,13314,685,100452,Lightning,,,,,,,,
211020,Vesuvius,13314,685,100453,Lava flow,Entered water. Uncertain,,,,,,,
211020,Vesuvius,13315,787,100456,Explosion,,,,,,,,
211020,Vesuvius,13315,787,100457,Pyroclastic flow,Uncertain,,,,,,,
211020,Vesuvius,13315,787,100458,Lava flow,,,,,,,,
211020,Vesuvius,13315,787,100459,Property Damage,,,,,,,,
211020,Vesuvius,13315,787,100460,Fatalities,Uncertain,,787,,10,,15,45
211020,Vesuvius,13315,787,100461,Blocks,,,,,,,,
211020,Vesuvius,13315,787,100462,Lava flow,Entered water.,,,,,,,
211020,Vesuvius,13316,860,100464,Lava flow,,,,,,,,
211020,Vesuvius,13316,860,100465,Lava flow,Entered water.,,,,,,,
211020,Vesuvius,13317,900,100467,Lava flow,,,,,,,,
211020,Vesuvius,13317,900,100468,Lava flow,Entered water.,,,,,,,
211020,Vesuvius,13325,1139,100469,Bombs,,,,,,,,
211020,Vesuvius,13325,1139,100470,Lava flow,,,,,,,,
211020,Vesuvius,13326,1150,100472,Explosion,,,,,,,,
211020,Vesuvius,13329,1500,100478,Ash,,,,,,,,
211020,Vesuvius,13329,1500,100479,Phreatic activity,,,,,,,,
211020,Vesuvius,13330,1570,100481,Ash,,,,,,,,
211020,Vesuvius,13330,1570,100482,Scoria,,,,,,,,
211020,Vesuvius,13330,1570,100483,Phreatic activity,,,,,,,,
213020,Nemrut Dagi,13331,-787,100484,Explosion,,,,,,,,
213020,Nemrut Dagi,13331,-787,100485,Ash,,,,,,,,
211020,Vesuvius,13332,1631,100488,Explosion,"violent, strong, or large",,,,,,,
211020,Vesuvius,13332,1631,100489,Ash,"violent, strong, or large",,,,,,,
211020,Vesuvius,13332,1631,100490,Pyroclastic flow,,,,,,,,
211020,Vesuvius,13332,1631,100491,Property Damage,,,,,,,,
211020,Vesuvius,13332,1631,100492,Fatalities,,,1631,,12,,16,
211020,Vesuvius,13332,1631,100493,Lahar or Mudflow,,,,,,,,
211020,Vesuvius,13332,1631,100494,Tsunami,,,,,,,,
211020,Vesuvius,13332,1631,100495,Caldera,Explosion,,,,,,,
211020,Vesuvius,13332,1631,100496,Evacuations,,,,,,,,
211020,Vesuvius,13332,1631,100497,Eruption cloud,,,,,,,,
211020,Vesuvius,13332,1631,100498,Edifice Destroyed,Explosion,,,,,,,
211020,Vesuvius,13332,1631,100499,Earthquakes (undefined),Before.,,,,,,,
211020,Vesuvius,13332,1631,100500,Earthquakes (undefined),After.,,,,,,,
211020,Vesuvius,13332,1631,100501,Lightning,,,,,,,,
211020,Vesuvius,13337,1696,100503,Explosion,,,,,,,,
211020,Vesuvius,13337,1696,100504,Lava flow,,,,,,,,
211020,Vesuvius,13337,1696,100505,Earthquakes (undefined),,,,,,,,
211020,Vesuvius,13338,1697,100507,Explosion,,,,,,,,
211020,Vesuvius,13338,1697,100508,Ash,,,,,,,,
211020,Vesuvius,13338,1697,100509,Lapilli,,,,,,,,
211020,Vesuvius,13338,1697,100510,Lava flow,,,,,,,,
211020,Vesuvius,13338,1697,100511,Property Damage,,,,,,,,
211020,Vesuvius,13338,1697,100512,Lahar or Mudflow,,,,,,,,
211020,Vesuvius,13338,1697,100513,Earthquakes (undefined),,,,,,,,
211020,Vesuvius,13339,1701,100516,Explosion,,,,,,,,
211020,Vesuvius,13339,1701,100517,Ash,,,,,,,,
211020,Vesuvius,13339,1701,100518,Lapilli,,,,,,,,
211020,Vesuvius,13339,1701,100519,Scoria,,,,,,,,
211020,Vesuvius,13339,1701,100520,Lava flow,,,,,,,,
211020,Vesuvius,13339,1701,100521,Property Damage,,,,,,,,
211020,Vesuvius,13339,1701,100522,Lahar or Mudflow,,,,,,,,
211020,Vesuvius,13339,1701,100523,Earthquakes (undefined),Before.,,,,,,,
211020,Vesuvius,13339,1701,100524,Lightning,,,,,,,,
211020,Vesuvius,13340,1708,100527,Explosion,,,,,,,,
211020,Vesuvius,13340,1708,100528,Ash,,,,,,,,
211020,Vesuvius,13340,1708,100529,Lava flow,,,,,,,,
211020,Vesuvius,13340,1708,100530,Property Damage,,,,,,,,
211020,Vesuvius,13340,1708,100531,Lava fountains,,,,,,,,
211020,Vesuvius,13340,1708,100532,Earthquakes (undefined),,,,,,,,
211020,Vesuvius,13341,1724,100534,Explosion,,,,,,,,
211020,Vesuvius,13345,1764,100535,Lava flow,"violent, strong, or large",,,,,,,
211020,Vesuvius,13345,1764,100536,Property Damage,,,,,,,,
211020,Vesuvius,13345,1764,100537,Eruption cloud,,,,,,,,
211020,Vesuvius,13345,1764,100538,Cinder Cone,,,,,,,,
211020,Vesuvius,13345,1764,100539,Earthquakes (undefined),,,,,,,,
211020,Vesuvius,13345,1764,100540,Lightning,,,,,,,,
211020,Vesuvius,13346,1770,100543,Explosion,"violent, strong, or large",,,,,,,
211020,Vesuvius,13346,1770,100544,Ash,,,,,,,,
211020,Vesuvius,13346,1770,100545,Lapilli,,,,,,,,
211020,Vesuvius,13346,1770,100546,Lava flow,,,,,,,,
